"","participant.label","X","participant.id_in_session","participant.code","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","X1.player.rating0","X1.player.vignetteNumber","X1.player.order_behavior_types","X2.player.rating0","X2.player.vignetteNumber","X2.player.order_behavior_types","X3.player.rating0","X3.player.vignetteNumber","X3.player.order_behavior_types","X4.player.rating0","X4.player.vignetteNumber","X4.player.order_behavior_types","X5.player.rating0","X5.player.vignetteNumber","X5.player.order_behavior_types","X6.player.rating0","X6.player.vignetteNumber","X6.player.order_behavior_types","X7.player.rating0","X7.player.vignetteNumber","X7.player.order_behavior_types","X8.player.rating0","X8.player.vignetteNumber","X8.player.order_behavior_types","X9.player.rating0","X9.player.vignetteNumber","X9.player.order_behavior_types","X10.player.rating0","X10.player.vignetteNumber","X10.player.order_behavior_types","X11.player.rating0","X11.player.vignetteNumber","X11.player.order_behavior_types","X12.player.rating0","X12.player.vignetteNumber","X12.player.order_behavior_types","X13.player.rating0","X13.player.vignetteNumber","X13.player.order_behavior_types","X14.player.rating0","X14.player.vignetteNumber","X14.player.order_behavior_types","X15.player.rating0","X15.player.vignetteNumber","X15.player.order_behavior_types","X16.player.rating0","X16.player.vignetteNumber","X16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","cc_concern.mean","policy.support.total","conservative_liberal.binary","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes","age.control","age.control2","age.control.f","cor.tau","rel_cc_concern.mean","rel_cc_concern.mean.f","rel_cor.tau","rel_cor.tau.f"
"44","5b19a21bfceed30001b57e6e",102,102,"cc8qkk0d","end","2023-10-27 15:55:12.185376",31,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,6,4,"['Commute', 'Diet', 'Vacation', 'Recycling', 'Food', 'Electricity']",5,8,"['Diet', 'Electricity', 'Commute', 'Food', 'Vacation', 'Recycling']",7,7,"['Food', 'Recycling', 'Commute', 'Electricity', 'Diet', 'Vacation']",6,2,"['Commute', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Diet']",7,3,"['Electricity', 'Food', 'Diet', 'Commute', 'Recycling', 'Vacation']",4,6,"['Electricity', 'Commute', 'Diet', 'Food', 'Vacation', 'Recycling']",6,13,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Food', 'Electricity']",5,11,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",6,10,"['Commute', 'Food', 'Electricity', 'Diet', 'Vacation', 'Recycling']",7,14,"['Electricity', 'Food', 'Commute', 'Vacation', 'Recycling', 'Diet']",3,0,"['Commute', 'Diet', 'Electricity', 'Vacation', 'Food', 'Recycling']",4,9,"['Diet', 'Recycling', 'Vacation', 'Commute', 'Electricity', 'Food']",7,1,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",8,15,"['Electricity', 'Vacation', 'Commute', 'Food', 'Recycling', 'Diet']",7,5,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Food']",6,12,"['Commute', 'Electricity', 'Recycling', 'Vacation', 'Food', 'Diet']",-0.22,-0.0575,2.282,0.2726,0,0,0.9,1.294697,4.5,6,1992,5,5,6,6,7,4,5,1,7,1,1,6,6,7,6,4,5.5,4.58333333333333,"right-leaning",5.5,3,4,3.5,6.5,5,6.33333333333333,2.83333333333333,31,30,"okay",0.213844342623928,0.614619624945603,"1",-0.806050456368879,"0"
"45","5b2c0994f1ca3c000190196a",204,204,"p3em6whg","end","2023-10-27 16:45:29.706636",39,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,4,13,"['Recycling', 'Vacation', 'Commute', 'Food', 'Electricity', 'Diet']",3,1,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",5,10,"['Recycling', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Food']",7,8,"['Food', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute']",5,4,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Recycling', 'Food']",1,0,"['Commute', 'Recycling', 'Electricity', 'Food', 'Diet', 'Vacation']",5,12,"['Recycling', 'Commute', 'Vacation', 'Food', 'Diet', 'Electricity']",7,5,"['Recycling', 'Diet', 'Electricity', 'Vacation', 'Commute', 'Food']",8,2,"['Commute', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Food']",6,9,"['Electricity', 'Food', 'Vacation', 'Recycling', 'Diet', 'Commute']",6,7,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Food']",6,6,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",7,3,"['Food', 'Electricity', 'Diet', 'Vacation', 'Commute', 'Recycling']",9,15,"['Food', 'Electricity', 'Commute', 'Diet', 'Recycling', 'Vacation']",7,14,"['Diet', 'Commute', 'Electricity', 'Food', 'Vacation', 'Recycling']",7,11,"['Electricity', 'Commute', 'Recycling', 'Food', 'Vacation', 'Diet']",-0.33,-0.0575,1.234,0.2726,0,0,0,1.294697,2.4,7,1983,6,6,6,6,3,4,5,6,6,4,7,6,7,7,7,7,6,5.75,"right-leaning",3.5,5.5,5,6.5,7,7,5.66666666666667,5.83333333333333,40,39,"okay",0.283069258536149,0.971026271363763,"1",-0.49887833473409,"0"
"46","5b4b0e8d94020800016323ed",128,128,"u9fw9k8h","end","2023-10-27 15:57:22.906200",41,"Male","Further education","30.501£ to 45.000£",1,1,6,12,"['Food', 'Vacation', 'Electricity', 'Recycling', 'Diet', 'Commute']",3,8,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",2,6,"['Electricity', 'Vacation', 'Food', 'Recycling', 'Commute', 'Diet']",4,2,"['Vacation', 'Recycling', 'Diet', 'Food', 'Commute', 'Electricity']",6,15,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Diet', 'Commute']",3,13,"['Electricity', 'Recycling', 'Vacation', 'Food', 'Diet', 'Commute']",4,3,"['Diet', 'Vacation', 'Commute', 'Recycling', 'Electricity', 'Food']",3,10,"['Recycling', 'Food', 'Commute', 'Vacation', 'Electricity', 'Diet']",4,9,"['Diet', 'Electricity', 'Commute', 'Food', 'Recycling', 'Vacation']",6,14,"['Electricity', 'Recycling', 'Commute', 'Food', 'Diet', 'Vacation']",4,7,"['Vacation', 'Commute', 'Electricity', 'Diet', 'Recycling', 'Food']",1,0,"['Vacation', 'Food', 'Electricity', 'Commute', 'Diet', 'Recycling']",5,11,"['Electricity', 'Food', 'Vacation', 'Diet', 'Recycling', 'Commute']",1,1,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Food', 'Commute']",2,4,"['Commute', 'Electricity', 'Vacation', 'Recycling', 'Diet', 'Food']",3,5,"['Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation', 'Food']",-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.6988837,5,5,1982,4,6,5,5,7,5,4,3,7,3,4,4,2,7,5,3,5,4.5,"left-leaning",6,3.5,5,4,4.5,4,5.66666666666667,3.33333333333333,41,40,"okay",0.682656148786289,0.258212978527443,"1",1.27421089532324,"1"
"47","5b4ce12a1fa5830001016869",4,4,"2i3pyshf","end","2023-10-27 15:40:21.775354",48,"Male","Further education","< 18.000£",1,1,5,7,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Food', 'Diet']",6,5,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Vacation', 'Food']",4,13,"['Food', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute']",6,8,"['Commute', 'Recycling', 'Vacation', 'Electricity', 'Diet', 'Food']",6,15,"['Electricity', 'Diet', 'Recycling', 'Food', 'Vacation', 'Commute']",4,12,"['Diet', 'Commute', 'Vacation', 'Electricity', 'Food', 'Recycling']",4,1,"['Recycling', 'Electricity', 'Vacation', 'Diet', 'Food', 'Commute']",2,0,"['Electricity', 'Diet', 'Recycling', 'Food', 'Vacation', 'Commute']",5,2,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Food', 'Diet']",5,9,"['Commute', 'Recycling', 'Food', 'Electricity', 'Vacation', 'Diet']",6,14,"['Recycling', 'Commute', 'Food', 'Electricity', 'Vacation', 'Diet']",5,3,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Food', 'Vacation']",4,6,"['Electricity', 'Vacation', 'Commute', 'Food', 'Diet', 'Recycling']",6,11,"['Electricity', 'Vacation', 'Diet', 'Food', 'Commute', 'Recycling']",3,4,"['Electricity', 'Food', 'Vacation', 'Diet', 'Recycling', 'Commute']",3,10,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0,1.294697,3.9,9,1975,2,2,2,2,5,1,5,1,5,1,1,3,1,7,3,1,2,2.83333333333333,"right-leaning",3,3,3,2,4,2,4.66666666666667,1,48,47,"okay",0.35172622905633,-1.88022689998152,"-1",-0.194226360487662,"0"
"48","5b90696e50f7ce00016007aa",190,190,"09h568ik","end","2023-10-27 16:04:38.920636",71,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,4,5,"['Vacation', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Food']",1,12,"['Electricity', 'Vacation', 'Food', 'Commute', 'Recycling', 'Diet']",6,3,"['Diet', 'Recycling', 'Commute', 'Food', 'Electricity', 'Vacation']",5,1,"['Food', 'Recycling', 'Vacation', 'Diet', 'Electricity', 'Commute']",5,0,"['Vacation', 'Recycling', 'Electricity', 'Diet', 'Commute', 'Food']",3,13,"['Diet', 'Food', 'Vacation', 'Commute', 'Electricity', 'Recycling']",6,6,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",5,8,"['Vacation', 'Recycling', 'Food', 'Electricity', 'Commute', 'Diet']",4,4,"['Food', 'Recycling', 'Vacation', 'Diet', 'Electricity', 'Commute']",7,14,"['Commute', 'Diet', 'Food', 'Electricity', 'Vacation', 'Recycling']",6,9,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Electricity', 'Food']",5,7,"['Recycling', 'Food', 'Vacation', 'Commute', 'Diet', 'Electricity']",6,10,"['Food', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Diet']",5,11,"['Diet', 'Food', 'Vacation', 'Electricity', 'Commute', 'Recycling']",7,15,"['Commute', 'Food', 'Vacation', 'Electricity', 'Diet', 'Recycling']",6,2,"['Electricity', 'Commute', 'Food', 'Vacation', 'Recycling', 'Diet']",-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,13.48,1.294697,17.1,6,1952,1,1,1,1,7,1,1,1,1,1,1,1,1,5,1,1,1,1.83333333333333,"right-leaning",4,1,1,1,3,1,2.66666666666667,1,71,70,"okay",0.243004934799918,-2.59304019281784,"-1",-0.676655991257735,"0"
"49","5b9d05862299630001406f88",17,17,"h3obauyz","end","2023-10-27 15:44:42.383175",64,"Female","Further education","< 18.000£",1,1,5,10,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute', 'Food']",6,5,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Diet', 'Commute']",6,3,"['Food', 'Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling']",1,0,"['Commute', 'Vacation', 'Recycling', 'Food', 'Diet', 'Electricity']",6,7,"['Recycling', 'Electricity', 'Food', 'Diet', 'Vacation', 'Commute']",4,6,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Food', 'Electricity']",5,12,"['Food', 'Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling']",6,14,"['Recycling', 'Food', 'Vacation', 'Diet', 'Commute', 'Electricity']",6,15,"['Vacation', 'Recycling', 'Food', 'Commute', 'Diet', 'Electricity']",5,11,"['Commute', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Diet']",4,4,"['Food', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Vacation']",2,1,"['Recycling', 'Vacation', 'Diet', 'Electricity', 'Food', 'Commute']",5,9,"['Commute', 'Food', 'Diet', 'Vacation', 'Electricity', 'Recycling']",3,13,"['Recycling', 'Vacation', 'Food', 'Commute', 'Diet', 'Electricity']",4,8,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",5,2,"['Recycling', 'Diet', 'Vacation', 'Electricity', 'Food', 'Commute']",-0.44,-0.0575,1.431,0,0.1555,0.0729,0.36,0.6988837,1.9,2,1959,6,6,6,6,7,7,4,5,6,6,7,4,6,7,5,7,6,5.91666666666667,"left-leaning",7,4.5,6,5.5,6.5,6,5.5,6.33333333333333,64,63,"okay",0.478738478437782,0.971026271363763,"1",0.369365831745252,"1"
"50","5bad50b93d5a320001f632f6",85,85,"t669opc0","end","2023-10-27 15:54:10.693725",33,"Female","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,1,0,"['Commute', 'Recycling', 'Diet', 'Vacation', 'Electricity', 'Food']",3,2,"['Food', 'Commute', 'Vacation', 'Diet', 'Electricity', 'Recycling']",6,15,"['Diet', 'Food', 'Commute', 'Recycling', 'Electricity', 'Vacation']",4,13,"['Vacation', 'Diet', 'Recycling', 'Electricity', 'Food', 'Commute']",5,4,"['Electricity', 'Food', 'Commute', 'Recycling', 'Vacation', 'Diet']",7,9,"['Food', 'Electricity', 'Commute', 'Vacation', 'Recycling', 'Diet']",6,5,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",5,10,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Commute', 'Diet']",6,12,"['Commute', 'Vacation', 'Food', 'Diet', 'Electricity', 'Recycling']",6,7,"['Diet', 'Vacation', 'Commute', 'Food', 'Electricity', 'Recycling']",5,6,"['Vacation', 'Diet', 'Recycling', 'Commute', 'Electricity', 'Food']",7,14,"['Recycling', 'Food', 'Vacation', 'Diet', 'Electricity', 'Commute']",4,1,"['Diet', 'Recycling', 'Commute', 'Food', 'Electricity', 'Vacation']",3,3,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Food']",5,11,"['Diet', 'Recycling', 'Food', 'Commute', 'Vacation', 'Electricity']",6,8,"['Electricity', 'Diet', 'Recycling', 'Food', 'Commute', 'Vacation']",-0.44,-0.0575,1.234,2.0414,0.1555,0,0,1.294697,4.2,8,1990,6,6,6,6,7,5,5,5,5,3,3,4,6,7,5,6,6,5.08333333333333,"right-leaning",6,5,4,3.5,6.5,5.5,5.5,4.66666666666667,33,32,"okay",0.440438492043093,0.971026271363763,"1",0.199417079559579,"1"
"51","5bec992f398eb00001a24ace",150,150,"tffxz0eb","end","2023-10-27 16:00:39.893998",27,"Male","Further education","< 18.000£",1,1,7,10,"['Commute', 'Diet', 'Recycling', 'Vacation', 'Food', 'Electricity']",8,13,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Commute', 'Food']",4,12,"['Commute', 'Recycling', 'Electricity', 'Diet', 'Food', 'Vacation']",4,9,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Diet', 'Commute']",5,4,"['Vacation', 'Commute', 'Food', 'Diet', 'Electricity', 'Recycling']",5,2,"['Recycling', 'Diet', 'Vacation', 'Food', 'Electricity', 'Commute']",5,14,"['Vacation', 'Electricity', 'Commute', 'Diet', 'Food', 'Recycling']",5,7,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",6,6,"['Vacation', 'Electricity', 'Food', 'Commute', 'Diet', 'Recycling']",7,11,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Food']",5,8,"['Diet', 'Recycling', 'Vacation', 'Electricity', 'Commute', 'Food']",1,0,"['Recycling', 'Food', 'Commute', 'Diet', 'Electricity', 'Vacation']",10,15,"['Food', 'Recycling', 'Commute', 'Diet', 'Electricity', 'Vacation']",5,5,"['Commute', 'Electricity', 'Food', 'Vacation', 'Diet', 'Recycling']",5,3,"['Diet', 'Vacation', 'Food', 'Commute', 'Recycling', 'Electricity']",3,1,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",0,-0.0575,2.282,0,0,0,0,0.6988837,2.9,5,1995,4,4,4,4,7,5,4,3,5,1,1,6,1,5,6,1,4,3.75,"left-leaning",6,3.5,3,3.5,3,3.5,5.5,2,28,27,"okay",0.537359516613837,-0.454600314308877,"0",0.629485305083519,"1"
"52","5c083bf7133f8700012f74fe",125,125,"4mnm3xmm","end","2023-10-27 15:57:08.172261",46,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,2,0,"['Recycling', 'Vacation', 'Commute', 'Diet', 'Food', 'Electricity']",7,3,"['Recycling', 'Diet', 'Food', 'Vacation', 'Electricity', 'Commute']",5,7,"['Electricity', 'Vacation', 'Commute', 'Food', 'Diet', 'Recycling']",4,13,"['Food', 'Recycling', 'Diet', 'Commute', 'Electricity', 'Vacation']",8,15,"['Diet', 'Food', 'Vacation', 'Commute', 'Recycling', 'Electricity']",5,5,"['Food', 'Electricity', 'Commute', 'Recycling', 'Diet', 'Vacation']",5,8,"['Recycling', 'Commute', 'Vacation', 'Food', 'Diet', 'Electricity']",4,10,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",5,9,"['Diet', 'Electricity', 'Recycling', 'Food', 'Vacation', 'Commute']",6,14,"['Vacation', 'Diet', 'Electricity', 'Food', 'Recycling', 'Commute']",5,1,"['Food', 'Electricity', 'Commute', 'Diet', 'Recycling', 'Vacation']",6,11,"['Electricity', 'Food', 'Recycling', 'Commute', 'Vacation', 'Diet']",5,4,"['Diet', 'Recycling', 'Electricity', 'Food', 'Commute', 'Vacation']",6,6,"['Food', 'Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute']",6,2,"['Commute', 'Electricity', 'Recycling', 'Vacation', 'Diet', 'Food']",6,12,"['Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Food']",-0.44,-0.0575,2.282,0.2726,0,0,0,0.1031,2.2,6,1976,5,6,6,6,4,4,5,4,5,4,4,5,4,7,4,3,5.75,4.41666666666667,"right-leaning",4,4.5,4.5,4.5,5.5,3.5,5,3.83333333333333,47,46,"okay",0.317595378226887,0.792822948154683,"1",-0.345675383203332,"0"
"53","5c097fbac15a020001bb0720",103,103,"bjs3nr29","end","2023-10-27 15:55:18.792250",49,"Female","Further education","< 18.000£",1,1,3,3,"['Food', 'Commute', 'Electricity', 'Recycling', 'Diet', 'Vacation']",4,12,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Commute', 'Food']",3,6,"['Electricity', 'Food', 'Diet', 'Commute', 'Vacation', 'Recycling']",4,8,"['Electricity', 'Food', 'Diet', 'Commute', 'Vacation', 'Recycling']",4,15,"['Vacation', 'Commute', 'Diet', 'Electricity', 'Food', 'Recycling']",2,4,"['Food', 'Vacation', 'Electricity', 'Diet', 'Recycling', 'Commute']",4,11,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Food']",2,10,"['Vacation', 'Food', 'Commute', 'Diet', 'Recycling', 'Electricity']",3,2,"['Commute', 'Recycling', 'Food', 'Electricity', 'Diet', 'Vacation']",2,7,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Food', 'Recycling']",3,5,"['Vacation', 'Food', 'Diet', 'Recycling', 'Electricity', 'Commute']",3,14,"['Commute', 'Vacation', 'Food', 'Diet', 'Electricity', 'Recycling']",3,9,"['Commute', 'Recycling', 'Food', 'Electricity', 'Diet', 'Vacation']",3,13,"['Electricity', 'Commute', 'Recycling', 'Food', 'Vacation', 'Diet']",1,1,"['Commute', 'Electricity', 'Vacation', 'Recycling', 'Food', 'Diet']",1,0,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",-0.11,-0.0575,1.431,1.0872,0,0,0,1.294697,3.6,8,1974,1,2,2,1,7,1,6,2,6,1,1,7,1,7,7,1,1.5,3.91666666666667,"right-leaning",4,4,3.5,4,4,4,6.66666666666667,1.16666666666667,49,48,"okay",0.458992546021578,-2.23663354639968,"-1",0.281747091093642,"1"
"54","5c1a9e662e3e4200018d9ff6",133,133,"zmpn5dk7","end","2023-10-27 15:57:48.947767",24,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,4,9,"['Vacation', 'Diet', 'Commute', 'Food', 'Recycling', 'Electricity']",5,11,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Food']",7,0,"['Diet', 'Commute', 'Vacation', 'Recycling', 'Electricity', 'Food']",7,6,"['Diet', 'Food', 'Commute', 'Vacation', 'Recycling', 'Electricity']",4,10,"['Recycling', 'Diet', 'Vacation', 'Electricity', 'Food', 'Commute']",5,2,"['Recycling', 'Food', 'Diet', 'Commute', 'Vacation', 'Electricity']",5,1,"['Food', 'Vacation', 'Diet', 'Recycling', 'Commute', 'Electricity']",6,13,"['Diet', 'Vacation', 'Commute', 'Electricity', 'Recycling', 'Food']",6,12,"['Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Food']",7,15,"['Food', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Diet']",5,8,"['Vacation', 'Recycling', 'Diet', 'Food', 'Commute', 'Electricity']",6,7,"['Electricity', 'Recycling', 'Diet', 'Food', 'Commute', 'Vacation']",4,3,"['Food', 'Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation']",5,5,"['Recycling', 'Food', 'Commute', 'Vacation', 'Diet', 'Electricity']",5,4,"['Recycling', 'Diet', 'Commute', 'Food', 'Vacation', 'Electricity']",6,14,"['Diet', 'Food', 'Electricity', 'Commute', 'Vacation', 'Recycling']",0,0,2.282,0.2726,0.1555,0.0729,6.74,1.294697,10.8,6,1999,5,5,5,5,7,6,6,3,6,1,3,6,4,6,7,4,5,4.91666666666667,"right-leaning",6.5,4.5,3.5,4.5,5,5.5,6.33333333333333,3.5,24,23,"okay",0.169627229691954,0.258212978527443,"1",-1.00225530852215,"-1"
"55","5c3baa275a88cc000189ef36",98,98,"w4hibnf9","end","2023-10-27 15:54:52.626927",45,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,2,13,"['Recycling', 'Vacation', 'Diet', 'Food', 'Electricity', 'Commute']",2,10,"['Diet', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Commute']",2,2,"['Recycling', 'Vacation', 'Food', 'Diet', 'Commute', 'Electricity']",2,11,"['Electricity', 'Diet', 'Commute', 'Vacation', 'Food', 'Recycling']",2,0,"['Recycling', 'Electricity', 'Food', 'Vacation', 'Commute', 'Diet']",2,3,"['Food', 'Diet', 'Electricity', 'Commute', 'Recycling', 'Vacation']",2,8,"['Vacation', 'Diet', 'Commute', 'Electricity', 'Food', 'Recycling']",4,15,"['Commute', 'Vacation', 'Food', 'Diet', 'Electricity', 'Recycling']",2,5,"['Food', 'Recycling', 'Electricity', 'Commute', 'Vacation', 'Diet']",2,1,"['Recycling', 'Vacation', 'Food', 'Diet', 'Electricity', 'Commute']",2,9,"['Vacation', 'Food', 'Diet', 'Recycling', 'Commute', 'Electricity']",2,6,"['Electricity', 'Food', 'Diet', 'Commute', 'Vacation', 'Recycling']",3,14,"['Commute', 'Electricity', 'Food', 'Recycling', 'Diet', 'Vacation']",2,7,"['Vacation', 'Electricity', 'Diet', 'Food', 'Commute', 'Recycling']",2,4,"['Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling', 'Food']",2,12,"['Recycling', 'Food', 'Vacation', 'Commute', 'Diet', 'Electricity']",-0.22,-0.0575,2.282,0,0.1555,0.0729,3.59,1.294697,7.1,6,1978,2,2,2,2,7,2,7,1,7,1,1,7,1,7,7,1,2,4.08333333333333,"right-leaning",4.5,4,4,4,4,4,7,1.16666666666667,45,44,"okay",0.518187725171601,-1.88022689998152,"-1",0.544414203511959,"1"
"56","5c3d48955fd1050001a99364",112,112,"ebeewjt8","end","2023-10-27 15:56:15.231795",33,"Female","Compulsory education","18.000£ to 23.000£",1,1,5,5,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Food', 'Vacation']",7,4,"['Recycling', 'Diet', 'Commute', 'Food', 'Electricity', 'Vacation']",6,12,"['Food', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity']",9,8,"['Electricity', 'Recycling', 'Commute', 'Vacation', 'Diet', 'Food']",2,7,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",5,6,"['Vacation', 'Food', 'Electricity', 'Diet', 'Commute', 'Recycling']",8,10,"['Food', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Electricity']",2,11,"['Recycling', 'Electricity', 'Commute', 'Diet', 'Food', 'Vacation']",1,3,"['Diet', 'Commute', 'Food', 'Recycling', 'Vacation', 'Electricity']",2,14,"['Commute', 'Diet', 'Recycling', 'Vacation', 'Food', 'Electricity']",1,13,"['Food', 'Electricity', 'Diet', 'Commute', 'Recycling', 'Vacation']",4,2,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Food', 'Recycling']",1,1,"['Recycling', 'Food', 'Electricity', 'Vacation', 'Diet', 'Commute']",5,15,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Food']",1,0,"['Food', 'Recycling', 'Electricity', 'Diet', 'Commute', 'Vacation']",3,9,"['Recycling', 'Vacation', 'Food', 'Commute', 'Electricity', 'Diet']",-0.22,-0.0575,2.282,4.0896,0.1555,0.0729,0,1.294697,7.6,4,1990,1,3,3,3,7,1,7,4,4,1,4,4,4,7,4,1,2.5,4,"left-leaning",4,5.5,2.5,4,5.5,2.5,5.5,2.5,33,32,"okay",0.0555555555555556,-1.52382025356336,"-1",-1.50842621102409,"-1"
