"","participant.label",".Rsq","Intercept","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"60","5c582f95caffa2000175bc72",0.93083855799373,2.3448275862069,1.94396551724138,0.69396551724138,0.306034482758621,0.306034482758621,0.556034482758621,0.448275862068965,"Female",37,"< 18.000£","Further education",4.5,6.9,"left-leaning",5,6,3,4,3,6,2,2,6,2,6,7,3,4.16666666666667,4.5,3.5,4,4,4,5,1.294697,0,-0.0575,2.282,1.0872,0.1555,0.0729,2.07,0.1142
"61","5c780b32f2fe9400169291fb",0.60919540229885,2.87068965517241,-0.275862068965518,0.474137931034483,0.525862068965517,-0.474137931034483,-0.224137931034483,0.206896551724138,"Male",47,"30.501£ to 45.000£","Further education",3,6.8,"right-leaning",9,4,1,1,1,3,1,1,2,1,6,2,1,2,2.5,1,2,1.5,3.5,1.5,0.6988837,-0.22,-0.0575,2.282,4.0896,0,0,0,0
"62","5c7fb5f2e87c1c00168a7de3",0.935546245568805,3.30172413793103,2.56034482758621,0.310344827586207,0.689655172413793,0.439655172413793,0.189655172413793,0.517241379310345,"Male",64,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,2.1,"left-leaning",3,7,7,7,7,7,5,7,7,7,7,7,7,6.83333333333333,7,7,6,7,7,7,1.294697,-0.33,-0.0575,1.234,0,0,0,0,0
"63","5c8a2d11f7ab04001042af3c",0.8335612986826,2.04310344827586,0.258620689655173,2.00862068965517,0.741379310344828,0.741379310344828,-0.00862068965517231,0.93103448275862,"Male",29,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,4,"left-leaning",3,6,4,4,3,6,4,2,4,2,6,5,3,4.08333333333333,5,3.5,5,3,4,4,0.6988837,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"64","5c93b062c9d93b0015fcbc02",0.76960511679644,1.73275862068966,1.02155172413793,0.0215517241379308,-0.0215517241379311,1.22844827586207,0.728448275862069,1.82758620689655,"Female",40,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3,"left-leaning",5,7,3,7,4,7,1,1,4,5,7,7,4,4.75,5,5.5,4,2.5,6,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"65","5caa0d17f1622b001256f767",0.755367599219258,2.08620689655172,0.767241379310345,-0.232758620689655,0.732758620689655,0.232758620689655,0.232758620689655,0.862068965517241,"Female",39,"< 18.000£","Compulsory education",5.75,6.8,"left-leaning",4,6,3,3,2,6,3,3,6,2,6,6,2,4,4.5,2.5,4.5,4.5,4,4,0.1031,-0.22,-0.0575,2.282,1.0872,0,0,3.59,0
"66","5cb001bac900f300128b3171",0.819907859835265,4.19827586206897,-0.685344827586207,0.814655172413793,0.435344827586207,1.18534482758621,0.685344827586207,0.482758620689655,"Female",37,"< 18.000£","Further education",6,4.1,"right-leaning",6,4,5,5,3,7,2,7,5,5,7,5,7,5.16666666666667,4.5,4,4.5,6,6,6,1.294697,-0.44,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"67","5cb9051d43630e00018afa56",0.805668016194332,2.75,3,1.25,1.25,-0.5,-0.25,-1.1867474430317e-16,"Male",42,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",1.75,10.1,"right-leaning",9,3,1,5,5,3,3,1,5,6,6,3,3,3.66666666666667,2,5,3,3,6,3,1.294697,-0.11,0,2.282,1.0872,1.11645,0.8755,3.59,0.995975
"68","5ccf4c5db46c7000170d7f5a",0.905503978779841,1.38793103448276,0.702586206896552,0.202586206896552,1.29741379310345,0.297413793103448,0.797413793103448,0.379310344827586,"Female",22,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,7.3,"left-leaning",4,7,4,5,1,5,2,1,4,3,5,5,2,3.66666666666667,5.5,3,3.5,2.5,4,3.5,1.294697,-0.22,-0.0575,2.282,0,0.1555,0.2909,3.59,0.2232
"69","5cd01e707e84a20017fddc02",0.826628352490421,2.89655172413793,0.879310344827586,0.879310344827586,0.620689655172414,-0.629310344827586,0.370689655172414,0.965517241379311,"Female",66,"< 18.000£","Higher education (Bachelor, Master, PhD)",2.25,5,"right-leaning",6,7,3,3,1,5,1,1,4,5,7,7,3,3.91666666666667,5,2,3,2.5,6,5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
"70","5ce046f0feca32001bf94033",0.920449077786688,4.21551724137931,0.793103448275862,0.543103448275862,0.956896551724138,0.956896551724138,0.206896551724138,0.655172413793103,"Female",36,"< 18.000£","Compulsory education",6,3.8,"left-leaning",3,7,5,5,5,6,2,3,3,4,7,5,4,4.66666666666667,6,5,4,3,5.5,4.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"71","5cf62554ba314a001b11b8c4",0.651508620689655,2.62931034482759,0.400862068965517,0.400862068965517,-0.650862068965517,1.34913793103448,0.349137931034483,0.793103448275862,"Female",51,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.9,"left-leaning",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"72","5d31c201c88f0e001a4c3cb3",0.737931034482759,4.91379310344828,0.357758620689655,0.607758620689655,0.392241379310345,0.142241379310345,-0.607758620689655,0.137931034482759,"Male",62,"23.001£ to 30.500£","Compulsory education",2.75,3.3,"right-leaning",9,6,1,4,4,3,1,1,1,1,7,4,1,2.83333333333333,3.5,4,2,1,4,2.5,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"73","5d380e7c0322fd0018f3f9cd",0.724379915305505,3.63793103448276,0.452586206896551,2.20258620689655,-0.702586206896552,1.04741379310345,0.797413793103448,1.37931034482759,"Female",30,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,5.4,"left-leaning",4,6,3,6,1,6,1,1,1,2,6,4,1,3.16666666666667,4.5,3.5,3.5,1,4,2.5,1.294697,-0.11,-0.0575,2.282,1.0872,0,0,0.9,0
"74","5d51c2618bdb8000193f36d2",0.676212741087084,2.37931034482759,-0.099137931034483,0.150862068965517,0.349137931034483,0.0991379310344828,0.349137931034483,1.79310344827586,"Male",32,"> 45.001£","Further education",5,4.9,"left-leaning",5,6,1,2,2,6,1,1,1,2,5,4,1,2.66666666666667,3.5,2,3.5,1,3.5,2.5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"75","5d531d67c208c0000167ff54",0.918574785507405,1.31034482758621,1.98706896551724,1.23706896551724,1.01293103448276,0.262931034482759,1.01293103448276,1.10344827586207,"Female",56,"23.001£ to 30.500£","Further education",6,2.2,"right-leaning",6,7,4,4,7,7,4,3,7,5,7,7,7,5.75,5.5,5.5,5.5,5,6,7,0.1031,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"76","5d53bf0c2ebe880001a473d2",0.611359026369168,4.21551724137931,0.668103448275862,1.16810344827586,-0.418103448275862,-0.668103448275862,0.331896551724138,-0.344827586206897,"Female",41,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,7.4,"left-leaning",2,7,3,2,2,2,1,4,5,3,7,7,4,3.91666666666667,5,2,1.5,4.5,5,5.5,1.294697,-0.22,-0.0575,1.431,1.0872,0.1555,0.0729,3.59,0.1142
"77","5d5455ee69f96b00164f77c7",0.787275376396309,2.56896551724138,1.41379310344828,-0.0862068965517241,0.836206896551725,0.0862068965517246,0.586206896551724,0.689655172413793,"Female",38,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,1.7,"left-leaning",1,7,4,5,5,7,3,5,7,4,5,6,4,5.16666666666667,5.5,5,5,6,4.5,5,0.6988837,-0.11,-0.0575,1.053,0,0.1555,0,0.36,0.07775
"78","5d5ab7dd5c65830001b05441",0.84819826373733,1.35344827586207,1.49568965517241,0.995689655172414,1.50431034482759,1.00431034482759,1.50431034482759,1.03448275862069,"Female",36,"23.001£ to 30.500£","Further education",4.75,4.1,"left-leaning",4,6,2,5,6,7,5,5,6,5,7,6,5,5.41666666666667,4,5.5,6,5.5,6,5.5,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0,0,0.07775
"79","5d753206869c8f0001b358dd",0.890339756592292,2.88793103448276,2.20258620689655,1.20258620689655,0.797413793103449,0.0474137931034482,0.547413793103448,0.379310344827587,"Female",39,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,1.5,"left-leaning",5,5,4,5,4,6,4,4,5,5,6,5,4,4.75,4.5,4.5,5,4.5,5.5,4.5,0.1031,-0.22,-0.0575,1.431,0.2726,0,0,0,0
"80","5d867e7268f35d00167729d4",0.844741293017155,0.965517241379308,1.41810344827586,1.66810344827586,1.58189655172414,0.0818965517241378,1.83189655172414,1.6551724137931,"Female",50,"23.001£ to 30.500£","Further education",5.25,11.1,"left-leaning",4,4,4,5,3,5,2,2,6,4,7,7,4,4.41666666666667,4,4,3.5,4,5.5,5.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,6.74,0
"81","5d8b8137604bb000150db6d9",0.638068965517241,4.04310344827586,0.00862068965517223,0.258620689655172,0.991379310344828,1.24137931034483,0.991379310344828,0.931034482758621,"Male",19,"18.000£ to 23.000£","Compulsory education",3.75,3.6,"right-leaning",6,3,1,3,2,5,1,1,4,1,4,4,1,2.5,2,2.5,3,2.5,2.5,2.5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"82","5da9633472811e0014ed4256",0.723166585721224,3.77586206896552,0.905172413793104,0.905172413793103,0.344827586206896,0.344827586206897,0.844827586206897,0.758620689655172,"Male",68,"< 18.000£","Further education",6,3.1,"left-leaning",5,6,6,6,6,7,4,4,5,7,7,7,6,5.91666666666667,6,6,5.5,4.5,7,6.5,0.1031,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"83","5dc860e9dcc83f5d2d85ec67",0.871750949579206,3.56034482758621,-0.0129310344827591,1.98706896551724,0.762931034482759,0.512931034482759,0.512931034482759,1.10344827586207,"Female",41,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,3.3,"left-leaning",5,7,5,5,5,6,4,7,7,7,7,7,5,6,6,5,5,7,7,6,1.294697,-0.22,-0.0575,0.955,0.2726,0.1555,0,0.9,0.07775
"84","5de78a8e36d8257071f28d9f",0.866869951665748,1.62931034482759,3.27586206896552,1.02586206896552,0.224137931034483,0.724137931034483,0.974137931034483,0.793103448275862,"Male",59,"> 45.001£","Compulsory education",6,2.6,"right-leaning",6,7,5,5,6,7,2,2,6,4,7,7,7,5.41666666666667,6,5.5,4.5,4,5.5,7,1.294697,-0.11,-0.0575,1.053,0.2726,0.1555,0,0,0.07775
"85","5dee0f970fdb274ae30f0846",0.606600985221675,2.06034482758621,0.73706896551724,0.737068965517241,0.262931034482759,1.01293103448276,0.512931034482759,2.10344827586207,"Male",51,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.75,3.3,"right-leaning",7,6,2,4,4,5,4,3,4,6,6,5,6,4.58333333333333,4,4,4.5,3.5,6,5.5,0.1031,-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"86","5e07b62f3ccda211e4485812",0.600927448707234,2.56896551724138,0.288793103448277,1.53879310344828,0.461206896551723,-0.538793103448276,1.21120689655172,2.68965517241379,"Female",54,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.6,"left-leaning",5,7,5,5,4,6,5,5,6,4,7,7,4,5.41666666666667,6,4.5,5.5,5.5,5.5,5.5,1.294697,-0.22,-0.0575,1.234,1.0872,0.1555,0.0729,0.36,0.1142
"87","5e0a2c6ca1f3612bc1edd2bc",0.897160568993192,1.50862068965517,0.176724137931034,1.67672413793103,1.07327586206897,0.573275862068966,1.57327586206897,1.58620689655172,"Female",42,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,5.6,"left-leaning",5,7,4,4,2,7,4,5,6,4,6,4,4,4.75,5.5,3,5.5,5.5,5,4,0.6988837,-0.11,-0.0575,2.282,0.2726,0.1555,0.2909,2.07,0.2232
"88","5e16ef52a2c696c9ecf3c849",0.602575294631165,2.42241379310345,0.90948275862069,0.40948275862069,1.09051724137931,0.0905172413793103,0.590517241379311,0.724137931034483,"Male",57,"30.501£ to 45.000£","Compulsory education",2,6.3,"right-leaning",6,4,1,1,1,4,1,1,1,2,7,6,1,2.5,2.5,1,2.5,1,4.5,3.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,2.07,0
"89","5e206b02d63ca0000bc99207",0.571981119706307,2.01724137931034,-0.521551724137931,-1.27155172413793,0.271551724137931,1.27155172413793,2.02155172413793,2.17241379310345,"Female",34,"18.000£ to 23.000£","Further education",5.5,3.6,"left-leaning",3,7,5,7,7,7,1,1,7,7,7,7,7,5.83333333333333,6,7,4,4,7,7,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"90","5e3ec7559b43781188725eea",0.724137931034483,2.96551724137931,0.0431034482758617,0.543103448275862,0.706896551724138,-0.043103448275862,0.956896551724138,1.6551724137931,"Female",32,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.75,4.5,"right-leaning",7,5,4,5,2,6,3,3,5,5,5,6,4,4.41666666666667,4.5,3.5,4.5,4,5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"91","5e510d0760dd0913e45370dc",0.70883035459838,0.775862068965517,-0.0948275862068971,1.9051724137931,1.3448275862069,0.0948275862068964,1.0948275862069,1.75862068965517,"Female",68,"< 18.000£","Compulsory education",6,3.7,"right-leaning",7,6,5,4,4,6,4,2,5,4,7,5,5,4.75,5.5,4,5,3.5,5.5,5,0.6988837,-0.44,-0.0575,2.282,0.2726,0,0,0.9,0
"92","5e67f9a00785170a0fc039b2",0.709975369458128,4.14655172413793,1.12931034482759,0.379310344827586,0.120689655172414,0.370689655172414,1.62068965517241,0.96551724137931,"Male",45,"23.001£ to 30.500£","Further education",4,4.1,"left-leaning",5,7,3,2,1,7,1,1,3,6,6,6,2,3.75,5,1.5,4,2,6,4,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"93","5e766b0ba02ca51dfa1de797",0.798660382039196,2.35344827586207,0.995689655172414,1.49568965517241,-0.245689655172413,2.00431034482759,0.504310344827586,1.03448275862069,"Male",60,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,1.8,"left-leaning",5,5,7,7,7,7,1,4,2,4,7,7,7,5.41666666666667,6,7,4,3,5.5,7,0.6988837,-0.33,-0.0575,1.234,0.2726,0,0,0.36,0
"94","5e8f28c5d73dcd03c21314dc",0.910855110561311,3.37931034482759,3.15086206896552,0.900862068965518,0.599137931034482,0.349137931034482,0.599137931034482,0.793103448275862,"Female",46,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",4,7,6,6,7,7,4,5,6,5,7,6,7,6.08333333333333,6.5,6.5,5.5,5.5,6,6.5,0.6988837,-0.33,-0.0575,2.282,0,0.6201,0.2909,0,0.4555
"95","5e9f0bc126557006ea49d1f4",0.735122358175751,4.68965517241379,1.01293103448276,-1.23706896551724,1.23706896551724,-1.01293103448276,-0.762931034482759,-0.103448275862069,"Male",69,"> 45.001£","Higher education (Bachelor, Master, PhD)",1.75,2.3,"right-leaning",6,4,2,3,2,5,1,1,1,1,5,4,1,2.5,3,2.5,3,1,3,2.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0,0,0
"96","5ea051f6ef1e88000bbae035",0.920349684312773,1.27586206896552,0.905172413793104,1.4051724137931,0.344827586206897,0.0948275862068967,0.594827586206897,0.758620689655172,"Male",71,"< 18.000£","Compulsory education",2.25,5.5,"right-leaning",6,5,1,4,1,5,1,1,5,1,5,5,3,3.08333333333333,3,2.5,3,3,3,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"97","5ea31e2cfe333e274552c8d6",0.695984286337844,3.00862068965517,1.17672413793103,1.17672413793103,0.0732758620689658,0.0732758620689657,0.0732758620689655,0.586206896551724,"Female",73,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",4,3.7,"left-leaning",5,7,5,3,3,5,4,3,4,4,4,4,5,4.25,6,3,4.5,3.5,4,4.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"98","5eaab7bc385332016e089dda",0.493227271021725,2.20689655172414,0.866379310344828,0.116379310344828,1.38362068965517,0.633620689655172,0.883620689655172,2.06896551724138,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,4.8,"right-leaning",8,6,3,5,4,6,3,2,5,2,6,6,5,4.41666666666667,4.5,4.5,4.5,3.5,4,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0.1555,0,0.9,0.07775
"99","5eac2b53f9860926271f3436",0.592823514442041,2.3448275862069,1.06896551724138,0.0689655172413789,0.931034482758621,0.431034482758621,0.43103448275862,0.448275862068966,"Male",24,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,4.5,"right-leaning",6,7,1,6,3,7,3,4,5,5,6,6,6,4.91666666666667,4,4.5,5,4.5,5.5,6,1.294697,-0.22,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"100","5ead6fe25ed0c73fa418e825",0.904126388688501,1.61206896551724,2.54741379310345,1.54741379310345,0.202586206896551,0.702586206896552,0.702586206896553,1.62068965517241,"Female",35,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,2.2,"left-leaning",4,6,3,5,4,6,4,6,6,5,6,6,4,5.08333333333333,4.5,4.5,5,6,5.5,5,0.1031,-0.22,-0.0575,1.053,1.0872,0.1555,0.0729,0.36,0.1142
"101","5eaf0f7a12e7015e515672f5",0.571636716852841,2.79310344827586,-0.116379310344828,1.13362068965517,0.116379310344827,0.366379310344828,-0.383620689655173,1.93103448275862,"Female",21,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,9.8,"left-leaning",5,7,3,4,1,2,1,1,2,3,5,4,1,2.83333333333333,5,2.5,1.5,1.5,4,2.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,6.74,0.1142
"102","5ebe6f716af68007472aff9a",0.777746754153288,0.913793103448275,0.482758620689655,0.982758620689656,0.267241379310345,0.517241379310345,0.017241379310345,1.13793103448276,"Female",56,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,2.6,"left-leaning",4,7,2,7,5,7,4,4,7,6,7,7,6,5.75,4.5,6,5.5,5.5,6.5,6.5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"103","5ec28a6332a7510637436a57",0.570564438451165,1.4051724137931,0.55603448275862,0.056034482758621,-0.556034482758621,0.443965517241379,0.94396551724138,2.55172413793103,"Female",48,"> 45.001£","Higher education (Bachelor, Master, PhD)",1,9.9,"right-leaning",7,6,1,1,1,3,1,1,2,1,6,4,1,2.33333333333333,3.5,1,2,1.5,3.5,2.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,6.74,0
"104","5ecae23b40dae00008174c32",0.574526779163609,1.89655172413793,1.75431034482759,1.50431034482759,0.995689655172414,1.74568965517241,0.495689655172415,0.965517241379311,"Male",52,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,3.3,"right-leaning",7,7,3,4,3,6,5,2,3,7,7,5,5,4.75,5,3.5,5.5,2.5,7,5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"105","5ecb75a89b41896d3d07e48c",0.832614942528736,3.23275862068965,1.39655172413793,0.646551724137931,0.103448275862069,0.103448275862069,1.35344827586207,0.827586206896551,"Female",29,"< 18.000£","Compulsory education",5.75,5,"right-leaning",8,5,2,3,5,6,1,1,3,5,6,6,6,4.08333333333333,3.5,4,3.5,2,5.5,6,0.6988837,-0.22,-0.0575,2.282,2.0414,0.1555,0.0729,0.36,0.1142
"106","5edac0f64bdac171a36a04fb",0.798867730313947,3.06034482758621,1.48706896551724,-0.0129310344827587,0.262931034482759,0.262931034482758,0.762931034482759,1.10344827586207,"Male",30,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.75,3.6,"left-leaning",5,7,3,3,3,5,2,1,4,5,6,5,3,3.91666666666667,5,3,3.5,2.5,5.5,4,0.6988837,-0.44,-0.0575,2.282,1.0872,0,0,0.36,0
"107","5edec1fe543b8816c672b069",0.897638039666036,0.793103448275862,1.13362068965517,1.88362068965517,1.61637931034483,2.11637931034483,0.866379310344828,1.93103448275862,"Male",29,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",3.75,3.1,"right-leaning",8,5,3,2,2,5,1,1,1,3,6,5,2,3,4,2,3,1,4.5,3.5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"108","5efa06a1126bfa7f11506169",0.934103970741902,2.07758620689655,3.34051724137931,0.840517241379311,0.909482758620689,-0.0905172413793103,0.40948275862069,1.27586206896552,"Female",41,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.5,"left-leaning",3,7,5,7,6,7,2,5,6,6,6,6,5,5.66666666666667,6,6.5,4.5,5.5,6,5.5,0.6988837,-0.22,-0.0575,0.955,0.2726,0.1555,0.0729,3.59,0.1142
"109","5f19675f002f9a01e273dc57",0.786001128405961,2.4051724137931,2.43103448275862,1.68103448275862,0.31896551724138,0.568965517241379,0.31896551724138,1.55172413793103,"Female",52,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,5.3,"left-leaning",3,7,4,4,1,4,5,5,5,6,7,6,6,5,5.5,2.5,4.5,5,6.5,6,1.294697,-0.44,-0.0575,2.282,0,0.1555,0,2.07,0.07775
"110","5f2b3239b986da551f26bec7",0.832491397613295,2.58620689655172,0.517241379310345,0.517241379310345,0.232758620689655,2.23275862068966,-0.267241379310345,0.862068965517241,"Male",33,"30.501£ to 45.000£","Further education",3.25,2,"right-leaning",6,6,3,2,1,5,1,1,1,1,6,6,1,2.83333333333333,4.5,1.5,3,1,3.5,3.5,0.6988837,0,-0.0575,1.053,0.2726,0,0,0,0
"111","5f4650bde0e1d7016717bb5e",0.759308379998035,2.19827586206897,1.06465517241379,1.06465517241379,0.435344827586207,0.185344827586207,1.18534482758621,0.482758620689655,"Female",50,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,9.1,"left-leaning",4,7,4,7,2,6,2,2,2,5,7,6,3,4.41666666666667,5.5,4.5,4,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,0.558225
"112","5f490578022f3f2d80b83975",0.803914730371856,0.96551724137931,1.41810344827586,1.66810344827586,0.331896551724138,0.0818965517241376,1.33189655172414,1.6551724137931,"Female",44,"< 18.000£","Further education",4,3.7,"left-leaning",4,7,1,5,3,6,1,1,7,1,7,7,1,3.91666666666667,4,4,3.5,4,4,4,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"113","5f4eae624562c70dbee13cd2",0.965182457315032,1.9051724137931,2.18103448275862,0.431034482758621,0.818965517241379,0.318965517241379,0.0689655172413793,0.551724137931034,"Female",58,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,7,4,6,6,7,5,6,7,5,7,7,6,6.08333333333333,5.5,6,6,6.5,6,6.5,0.1031,-0.33,-0.0575,1.431,0.2726,0.6201,0.0729,2.07,0.3465
"114","5f5a785cfbf1061461451d9a",0.778456763179592,1.37931034482759,2.52586206896552,0.0258620689655175,0.724137931034483,0.724137931034483,0.724137931034483,0.793103448275861,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,9.3,"right-leaning",6,7,3,4,1,5,1,1,7,6,7,7,1,4.16666666666667,5,2.5,3,4,6.5,4,0.6988837,0,-0.0575,2.282,0,1.8662,0.8755,3.59,1.37085
"115","5f70670e26f83062b8e73a09",0.214787590530753,3.05172413793103,0.0603448275862067,0.060344827586207,-0.560344827586207,0.189655172413793,0.689655172413793,0.517241379310345,"Female",57,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,2.7,"right-leaning",6,7,5,5,5,6,1,5,5,5,6,6,4,5,6,5,3.5,5,5.5,5,0.6988837,-0.11,-0.0575,1.053,1.0872,0,0,0,0
"116","5fa450d5cec1de08e31b8a58",0.831357151187653,2.42241379310345,0.40948275862069,0.909482758620689,1.84051724137931,0.34051724137931,2.34051724137931,1.72413793103448,"Male",43,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",2.75,5.3,"left-leaning",5,5,1,4,3,4,1,1,2,1,5,4,1,2.66666666666667,3,3.5,2.5,1.5,3,2.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0.9,0
"117","5fac822590be0627d4f09b47",0.95707956077827,1.31896551724138,1.78879310344828,1.28879310344828,2.21120689655172,1.71120689655172,0.711206896551725,0.689655172413793,"Female",26,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.9,"left-leaning",5,7,3,5,3,7,1,5,7,1,7,7,2,4.58333333333333,5,4,4,6,4,4.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.1142
"118","5fd4d10b2f970406fe63ad96",0.79879198491579,1.96551724137931,3.29310344827586,0.293103448275862,0.956896551724138,0.706896551724138,0.706896551724138,0.655172413793103,"Male",59,"23.001£ to 30.500£","Compulsory education",5.5,2.6,"left-leaning",4,7,7,6,7,7,4,5,6,7,7,6,7,6.33333333333333,7,6.5,5.5,5.5,7,6.5,0.6988837,-0.33,-0.0575,2.282,0,0,0,0,0
"119","5fd7b5c1b6d6ef043967330c",0.700725952813067,3.79310344827586,1.13362068965517,0.883620689655173,0.116379310344827,0.616379310344827,0.866379310344828,0.93103448275862,"Male",59,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.5,4.4,"right-leaning",7,6,1,2,2,2,2,1,2,2,5,5,4,2.83333333333333,3.5,2,2,1.5,3.5,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"120","6009aabebe921302cf083b53",0.664608743663103,2.18103448275862,0.711206896551724,1.71120689655172,0.0387931034482754,0.288793103448276,1.28879310344828,1.31034482758621,"Female",57,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.9,"left-leaning",3,7,6,6,6,7,5,5,7,5,7,7,4,6,6.5,6,6,6,6,5.5,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"121","600c415a8f1fb8334df20e2a",0.649623464130004,2.60344827586207,-0.129310344827586,0.870689655172414,0.879310344827586,0.129310344827586,1.12931034482759,1.03448275862069,"Male",34,"23.001£ to 30.500£","Further education",6,4.9,"left-leaning",3,6,5,6,6,7,2,4,7,2,7,7,4,5.25,5.5,6,4.5,5.5,4.5,5.5,0.6988837,0,-0.0575,2.282,1.0872,0,0,0.9,0
"122","600c50439b60d826f3052f7d",0.848324658425504,1.02586206896552,1.2801724137931,0.780172413793104,1.9698275862069,0.969827586206896,1.4698275862069,1.75862068965517,"Female",36,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",2,5,6,6,5,6,3,6,7,4,7,6,5,5.5,5.5,5.5,4.5,6.5,5.5,5.5,1.294697,-0.11,-0.0575,1.053,1.0872,0,0,0.9,0
